_id	category	counts	completions	average	broad_cats	predicted_cats	Curator_or_Algorithm	name	description
zenodo.3807765	Molecular epidemiology	2	3	0.666666667	Epidemiology	"['Mechanism', 'Treatment']"	Algorithm	All-atom Molecular Dynamics Simulations of SARS-CoV-2 Spike Receptor-binding Domain bound with ACE2	"Data includes all of the trajectories (1000) of classical all-atom molecular dynamics (MD) simulations of of SARS-CoV2 Spike Protein/ACE2 complex (PDB ID: 6M0J). In order to decrease the size of the file only protein rajectories were provided.&nbsp;&nbsp;Simulation has been performed with Desmond.&nbsp; Protein was placed in the cubic boxes with explicit TIP3P water models that have 10.0 &Aring; thickness from surfaces of protein. The system is&nbsp;neutralized by adding counter ions, and salt solution of 0.15M NaCl was also used to adjust the concentration of the systems. The long-range electrostatic interactions were calculated by the particle mesh Ewald method. A cutoff radius of 9.0 &Aring; was used for both van der Waals and Coulombic interactions. The temperature was set as 310K initially, and Nose&ndash;Hoover thermostat was used for adjustment. Martyna&ndash;Tobias&ndash;Klein protocol was employed to control the pressure, which was set at 1.01325 bar. The time-step was assigned as 2.0 fs. The default values were used for minimization and equilibration steps, and finally 100 ns&nbsp;production run was performed for the simulation. "
zenodo.3816667	Behavioral Research	3	3	1	Behavioral Research	['Information Sciences']	Both	Detecting East Asian Prejudice on Social Media	"This repository contains: 

<ul>
	<li>A deep learning model which distinguishes between Hostililty against East Asia, Criticism of East Asia, Discussion of East Asian prejudice and Neutral content. The F1 score is 0.83.</li>
	<li>A detailed annotation codebook used for marking up the tweets.</li>
	<li>A labelled dataset with 20,000 entries.</li>
	<li>A dataset with all 40,000 annotations, which can be used to investigate annotation processes for abusive content moderation.</li>
	<li>A list of thematic hashtag replacements.</li>
	<li>Three sets of annotations for the 1,000 most used hashtags in the original database of COVID-19 related tweets. Hashtags were annotated for COVID-19 relevance, East Asian relevance and stance.</li>
</ul>

The outbreak of COVID-19 has transformed societies across the world as governments tackle the health, economic and social costs of the pandemic. It has also raised concerns about the spread of hateful language and prejudice online, especially hostility directed against East Asia. This data repository is for&nbsp;&nbsp;a classifier that detects and categorizes social media posts from Twitter into four classes: Hostility against East Asia, Criticism of East Asia, Meta-discussions of East Asian prejudice and a neutral class. The classifier achieves an F1 score of 0.83 across all four classes. We provide our final model (coded in Python), as well as a new 20,000 tweet training dataset used to make the classifier, two analyses of hashtags associated with East Asian prejudice and the annotation codebook. The classifier can be implemented by other researchers, assisting with both online content moderation processes and further research into the dynamics, prevalence and impact of East Asian prejudice online during this global pandemic. 

<ul>
</ul>

This work is a collaboration between The Alan Turing Institute and the Oxford Internet Institute. It was funded by the Criminal JusticeTheme of the Alan Turing Institute under Wave 1 of The UKRI Strategic Priorities Fund, EPSRC Grant EP/T001569/1 "
zenodo.3819126	Virus Detection	2	3	0.666666667	Diagnosis	"['Prevention', 'Information Sciences']"	Neither--Epidemiology		
zenodo.3819126	Epidemiology	2	3	0.666666667	Epidemiology	"['Prevention', 'Information Sciences']"	Curator		
zenodo.3820109	Biologics	2	3	0.666666667	Treatment	['Mechanism']	Algorithm	Haruspex Analysis for SARS-CoV-2 surface_glycoprotein pdb entry 6vsj emdb 21377	"Haruspex (version 1.0 190116) analysis for SARS-CoV-2 surface_glycoprotein , pdb entry 6vsj , emdb 21377. https://onlinelibrary.wiley.com/doi/10.1002/anie.202000421 "
zenodo.3821525	Testing Prevalence	3	3	1	Diagnosis	"['Transmission', 'Prevention', 'Forecasting']"	"Both--Forecasting, Epidemiology, Testing"		
zenodo.3822299	Molecular epidemiology	5	4	1.25	Epidemiology	"['Mechanism', 'Treatment']"	Algorithm--Mechanism	All-atom 500-nano seconds Molecular Dynamics Simulations of SARS-CoV-2 Spike Receptor-binding Domain bound with ACE2	"Data includes all of the trajectories (1000) of classical all-atom molecular dynamics (MD) simulations of of SARS-CoV2 Spike Protein/ACE2 complex (PDB ID: 6M0J). In order to decrease the size of the file only protein rajectories were provided.&nbsp;&nbsp;Simulation has been performed with Desmond.&nbsp; Protein was placed in the cubic boxes with explicit TIP3P water models that have 10.0 &Aring; thickness from surfaces of protein. The system is&nbsp;neutralized by adding counter ions, and salt solution of 0.15M NaCl was also used to adjust the concentration of the systems. The long-range electrostatic interactions were calculated by the particle mesh Ewald method. A cutoff radius of 9.0 &Aring; was used for both van der Waals and Coulombic interactions. The temperature was set as 310K initially, and Nose&ndash;Hoover thermostat was used for adjustment. Martyna&ndash;Tobias&ndash;Klein protocol was employed to control the pressure, which was set at 1.01325 bar. The time-step was assigned as 2.0 fs. The default values were used for minimization and equilibration steps, and finally 500 nano-seconds (ns) production run was performed for the simulation. "
zenodo.3824950	Behavioral Research	2	3	0.666666667	Behavioral Research	['Information Sciences']	Algorithm	Digital Narratives of Covid-19: a Twitter Dataset	"We are releasing a Twitter dataset connected to our project <a href=""https://covid.dh.miami.edu/""><em>Digital Narratives of Covid-19</em> </a>(DHCOVID) that -among other goals- aims to explore during one year (May 2020-2021) the narratives behind data about the coronavirus pandemic. 
In this first version, we deliver a Twitter dataset organized as follows: 
<ul>
	<li>Each folder corresponds to daily data (one folder for each day): YEAR-MONTH-DAY</li>
	<li>In every folder there are 9 different plain text files named with &quot;dhcovid&quot;, followed by date (YEAR-MONTH-DAY), language (&quot;en&quot; for English, and &quot;es&quot; for Spanish), and region abbreviation (&quot;fl&quot;, &quot;ar&quot;, &quot;mx&quot;, &quot;co&quot;, &quot;pe&quot;, &quot;ec&quot;, &quot;es&quot;):
	<ol>
		<li>dhcovid_YEAR-MONTH-DAY_es_fl.txt: Dataset containing tweets geolocalized in South Florida. The geo-localization is tracked by tweet coordinates, by place, or by user information.</li>
		<li>dhcovid_YEAR-MONTH-DAY_en_fl.txt: We are gathering only tweets in English that refer to the area of Miami and South Florida. The reason behind this choice is that there are multiple projects harvesting English data, and, our project is particularly interested in this area because of our home institution (University of Miami) and because we aim to study public conversations from a bilingual (EN/ES) point of view.</li>
		<li>dhcovid_YEAR-MONTH-DAY_es_ar.txt: Dataset containing tweets from Argentina.</li>
		<li>dhcovid_YEAR-MONTH-DAY_es_mx.txt: Dataset containing tweets from Mexico.</li>
		<li>dhcovid_YEAR-MONTH-DAY_es_co.txt: Dataset containing tweets from Colombia.</li>
		<li>dhcovid_YEAR-MONTH-DAY_es_pe.txt: Dataset containing tweets from Per&uacute;.</li>
		<li>dhcovid_YEAR-MONTH-DAY_es_ec.txt: Dataset containing tweets from Ecuador.</li>
		<li>dhcovid_YEAR-MONTH-DAY_es_es.txt: Dataset containing tweets from Spain.</li>
		<li>dhcovid_YEAR-MONTH-DAY_es.txt: This dataset contains all tweets in Spanish, regardless of its geolocation.</li>
	</ol>
	</li>
</ul>

For English, we collect all tweets with the following keywords and hashtags: covid, coronavirus, pandemic, quarantine, stayathome, outbreak, lockdown, socialdistancing. For Spanish, we search for:&nbsp;covid, coronavirus, pandemia, quarentena, confinamiento, quedateencasa, desescalada, distanciamiento social. 

The corpus of tweets consists of a list of Tweet Ids; to obtain the original tweets, you can use &quot;<a href=""https://github.com/DocNow/hydrator"">Twitter hydratator</a>&quot; which takes the id and download for you all metadata in a csv file. 

We started collecting this Twitter dataset on April 24th, 2020 and we are adding&nbsp;daily data to our GitHub repository. There is a detected problem with file 2020-04-24/dhcovid_2020-04-24_es.txt, which we couldn&#39;t gather the data due to technical reasons. 

For more information about our project visit <a href=""https://covid.dh.miami.edu/"">https://covid.dh.miami.edu/</a> 

For more updated datasets and detailed criteria, check our GitHub Repository: <a href=""https://github.com/dh-miami/narratives_covid19/"">https://github.com/dh-miami/narratives_covid19/</a> "
zenodo.3833230	Transmission	2	3	0.666666667	Transmission	"['Prevention', 'Forecasting', 'Environment']"	"Both--Transmission, Environment"		
zenodo.3835802	Behavioral Research	2	3	0.666666667	Behavioral Research	['Information Sciences']	Algorithm		
zenodo.3839065	Epidemiology	2	3	0.666666667	Epidemiology	['Prevention']	Curator	COVIDmodeling/covid19_data	Collated COVID19 and miscellaneous epidemiology data used for modeling the COVID19 pandemic. 
zenodo.3839098	Host Factors	2	3	0.666666667	Mechanism	['Information Sciences']	Algorithm		
zenodo.3839098	Host/Intermediate Reservoirs	2	3	0.666666667	Transmission	['Information Sciences']	Both		
zenodo.3840625	Molecular epidemiology	5	3	1.666666667	Epidemiology	"['Mechanism', 'Treatment']"	Algorithm	Molecular docking COVID-19	Coronavirus disease 2019 drug discovery through molecular docking 
zenodo.3841842	Epidemiology	3	3	1	Epidemiology	['Prevention']	Curator		
zenodo.3841842	Classical epidemiology	2	3	0.666666667	Epidemiology	['Prevention']	Curator		
zenodo.3842180	Behavioral Research	2	3	0.666666667	Behavioral Research	['Information Sciences']	Algorithm		
zenodo.3842744	Epidemiology	2	3	0.666666667	Epidemiology	"['Prevention', 'Information Sciences']"	Curator		
zenodo.3855135	Forecasting	2	3	0.666666667	Forecasting	['Prevention']	Algorithm--Information Sciences		
zenodo.3855135	Treatment	2	3	0.666666667	Treatment	['Prevention']	Both		
